Title;ROC-area;ROC-error;Title;ROC-area;ROC-error;nTrs;nVs;time_trs;time_vs;C;nSv;nSv+;nSv-
581;0,729886755659604;0,00492094031736458;581;0,4791671875;0,013004092422378;10000;2000;2261,3834;458,5779;C:100;Kernel:1;nsv:7222;nsv+:1444;nsv-:5778
