Title;ROC-area;ROC-error;Title;ROC-area;ROC-error;nTrs;nVs;time_trs;time_vs;C;nSv;nSv+;nSv-
283;0,709530030976871;0,00496975665866908;283;0,564684895833335;0,0128600448170163;10000;2000;2379,994;458,7622;C:100;Kernel:1;nsv:7452;nsv+:1493;nsv-:5959
