Title;ROC-area;ROC-error;Title;ROC-area;ROC-error;nTrs;nVs;time_trs;time_vs;C;nSv;nSv+;nSv-
1073;0,759070608494265;0,0049608170818782;1073;0,596666145833334;0,0126543918696196;10000;2000;2320,6279;435,4859;C:100;Kernel:1;nsv:7074;nsv+:1417;nsv-:5657
