Title;ROC-area;ROC-error;Title;ROC-area;ROC-error;nTrs;nVs;time_trs;time_vs;C;nSv;nSv+;nSv-
174;0,745741378749724;0,00494601099411089;174;0,490009895833333;0,0130846522268533;10000;2000;1941,079;370,6659;C:100;Kernel:1;nsv:7205;nsv+:1443;nsv-:5762
