Title;ROC-area;ROC-error;Title;ROC-area;ROC-error;nTrs;nVs;time_trs;time_vs;C;nSv;nSv+;nSv-
1245;0,7159796180672;0,00476360794240972;1245;0,551189062500001;0,012878287689182;10000;2000;2433,2543;443,2954;C:100;Kernel:1;nsv:7491;nsv+:1501;nsv-:5990
