Title;ROC-area;ROC-error;Title;ROC-area;ROC-error;nTrs;nVs;time_trs;time_vs;C;nSv;nSv+;nSv-
544;0,715939843937575;0,00470969446237762;544;0,561353125000001;0,0128718660536656;10000;2000;2153,3653;489,2585;C:100;Kernel:1;nsv:7455;nsv+:1494;nsv-:5961
