Title;ROC-area;ROC-error;Title;ROC-area;ROC-error;nTrs;nVs;time_trs;time_vs;C;nSv;nSv+;nSv-
1584;0,733820223467967;0,00470209507899243;1584;0,537955208333333;0,0129051590403768;10000;2000;2541,1192;458,5655;C:100;Kernel:1;nsv:7363;nsv+:1473;nsv-:5890
