Title;ROC-area;ROC-error;Title;ROC-area;ROC-error;nTrs;nVs;time_trs;time_vs;C;nSv;nSv+;nSv-
556;0,713135556106552;0,00494519049549267;556;0,535548958333334;0,0128991068296454;10000;2000;2320,7819;455,9044;C:100;Kernel:1;nsv:7468;nsv+:1495;nsv-:5973
