Title;ROC-area;ROC-error;Title;ROC-area;ROC-error;nTrs;nVs;time_trs;time_vs;C;nSv;nSv+;nSv-
90;0,730819340757765;0,00475480021672269;90;0,525441666666667;0,0129280457854451;10000;2000;2375,6346;414,6511;C:100;Kernel:1;nsv:7288;nsv+:1457;nsv-:5831
91;0,710534209850868;0,00506099073394279;91;0,538239583333333;0,0128848852147172;10000;2000;2439,8695;418,6258;C:100;Kernel:1;nsv:7509;nsv+:1501;nsv-:6008
92;0,710841721294246;0,00502880119735885;92;0,548883333333333;0,0128853828516399;10000;2000;2469,7792;443,4867;C:100;Kernel:1;nsv:7518;nsv+:1504;nsv-:6014
93;0,73583797912394;0,00494789937595377;93;0,564199479166667;0,0128104940529812;10000;2000;2216,8026;447,8934;C:100;Kernel:1;nsv:7368;nsv+:1475;nsv-:5893
94;0,709797362862835;0,00472226242352399;94;0,520446875;0,0129018901813567;10000;2000;2659,518;455,7547;C:100;Kernel:1;nsv:7503;nsv+:1498;nsv-:6005
95;0,711211645166722;0,00481828731207416;95;0,494329166666667;0,0129664876358099;10000;2000;2435,5117;432,9944;C:100;Kernel:1;nsv:7443;nsv+:1488;nsv-:5955
96;0,719214198896788;0,00505423682316803;96;0,4827625;0,0129994111473446;10000;2000;2434,7621;451,9966;C:100;Kernel:1;nsv:7275;nsv+:1455;nsv-:5820
97;0,720892209027802;0,00507391734397424;97;0,506038541666666;0,0129950862818712;10000;2000;2327,2999;410,4066;C:100;Kernel:1;nsv:7276;nsv+:1455;nsv-:5821
98;0,724032747377656;0,00479336534176605;98;0,492269791666666;0,0131453023244703;10000;2000;2393,9312;403,6952;C:100;Kernel:1;nsv:7267;nsv+:1455;nsv-:5812
99;0,709927415651062;0,00495915968736855;99;0,545299479166667;0,0128994506080212;10000;2000;2393,9217;514,6342;C:100;Kernel:1;nsv:7523;nsv+:1499;nsv-:6024
100;0,717067478500846;0,00494000611171932;100;0,506319791666667;0,0129312599891656;10000;2000;2285,597;448,4033;C:100;Kernel:1;nsv:7294;nsv+:1459;nsv-:5835
101;0,726199926186054;0,00489816096855371;101;0,549145833333334;0,0128486997115473;10000;2000;2525,317;499,596;C:100;Kernel:1;nsv:7472;nsv+:1497;nsv-:5975
102;0,718199979819571;0,00502852864005174;102;0,518797395833333;0,0129338090864882;10000;2000;2481,2363;462,6281;C:100;Kernel:1;nsv:7258;nsv+:1453;nsv-:5805
103;0,702711232841432;0,00495978344242356;103;0,483446354166667;0,0129824988192815;10000;2000;2506,7331;441,4693;C:100;Kernel:1;nsv:7384;nsv+:1476;nsv-:5908
104;0,721895168789476;0,00497242391621105;104;0,47538125;0,0130060328913453;10000;2000;2353,1342;420,7236;C:100;Kernel:1;nsv:7245;nsv+:1448;nsv-:5797
105;0,733223255553896;0,00486685143624814;105;0,467255729166667;0,013025131496985;10000;2000;2449,6291;458,4596;C:100;Kernel:1;nsv:7147;nsv+:1431;nsv-:5716
106;0,706484975776848;0,00505701623708594;106;0,53709375;0,0129065193570433;10000;2000;2465,1484;465,152;C:100;Kernel:1;nsv:7486;nsv+:1498;nsv-:5988
107;0,685994833935455;0,00570871506894626;107;0,608408854166666;0,0128119461676999;10000;2000;1739,8662;365,685;C:100;Kernel:1;nsv:6728;nsv+:1345;nsv-:5383
108;0,740050754366322;0,00474485735869425;108;0,517288541666668;0,0129343536694064;10000;2000;2429,5554;400,5789;C:100;Kernel:1;nsv:7247;nsv+:1450;nsv-:5797
109;0,71594901926297;0,00511039136312041;109;0,480091145833333;0,0129999765435446;10000;2000;2290,8513;440,6266;C:100;Kernel:1;nsv:7273;nsv+:1455;nsv-:5818
110;0,714947941547497;0,005085149004084;110;0,473386979166667;0,0130028265423386;10000;2000;2318,5023;433,7661;C:100;Kernel:1;nsv:7225;nsv+:1445;nsv-:5780
111;0,701085214693026;0,00508371379359534;111;0,477609375;0,0129837287541318;10000;2000;2242,8837;464,8175;C:100;Kernel:1;nsv:7321;nsv+:1464;nsv-:5857
112;0,694866161004028;0,00563436259031535;112;0,406776041666667;0,0129611950192633;10000;2000;2545,3165;420,6797;C:100;Kernel:1;nsv:7151;nsv+:1430;nsv-:5721
113;0,725558054313827;0,00507327065472375;113;0,464907291666667;0,0130222884841846;10000;2000;2286,4385;456,2427;C:100;Kernel:1;nsv:7085;nsv+:1418;nsv-:5667
114;0,744947862085285;0,00489434940306071;114;0,457844270833334;0,0130455056654875;10000;2000;2240,4509;435,8455;C:100;Kernel:1;nsv:7004;nsv+:1401;nsv-:5603
115;0,71097845541929;0,00515108303627816;115;0,517810416666666;0,0130152464218398;10000;2000;2454,7016;430,2931;C:100;Kernel:1;nsv:7393;nsv+:1481;nsv-:5912
116;0,6369388628605;0,00578833640847002;116;0,567234375000001;0,0132174495985466;10000;2000;2325,4443;398,6362;C:100;Kernel:1;nsv:7126;nsv+:1427;nsv-:5699
117;0,709670825248367;0,00502859794737773;117;0,524677604166667;0,0129043974674381;10000;2000;2234,1065;460,6248;C:100;Kernel:1;nsv:7390;nsv+:1478;nsv-:5912
118;0,737052550080724;0,00474424611585282;118;0,562984375;0,0128163897569182;10000;2000;2424,9127;428,9075;C:100;Kernel:1;nsv:7270;nsv+:1457;nsv-:5813
119;0,708940760195787;0,00498735245973591;119;0,521057291666666;0,0129255621544897;10000;2000;2424,1741;455,629;C:100;Kernel:1;nsv:7491;nsv+:1497;nsv-:5994
120;0,706981524794025;0,00517128791884208;120;0,540911979166667;0,0129536669050464;10000;2000;2479,2604;443,2478;C:100;Kernel:1;nsv:7378;nsv+:1478;nsv-:5900
121;0,705428084686827;0,00519023436097739;121;0,448561458333334;0,0131483253829843;10000;2000;2470,6639;473,5827;C:100;Kernel:1;nsv:7376;nsv+:1476;nsv-:5900
122;0,712651893237899;0,00508747566491961;122;0,509440104166667;0,0129554954185348;10000;2000;2465,3988;441,5897;C:100;Kernel:1;nsv:7397;nsv+:1480;nsv-:5917
123;0,734645111131437;0,00486995902102749;123;0,483102604166667;0,013045897340077;10000;2000;2311,4953;408,9467;C:100;Kernel:1;nsv:7228;nsv+:1447;nsv-:5781
124;0,729005804767345;0,00493846612556788;124;0,504681770833333;0,0130459560741464;10000;2000;2314,1679;441,5539;C:100;Kernel:1;nsv:7301;nsv+:1461;nsv-:5840
125;0,7038842693728;0,0050943905932025;125;0,553432291666666;0,0129086364150825;10000;2000;2337,0693;428,8361;C:100;Kernel:1;nsv:7465;nsv+:1495;nsv-:5970
