0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0,077
0;0,138
0;0,211
0;0,009
0;0,025
0;0,051
0;0,596
0;0,685
0;0,759
0;0,285
0;0,394
0;0,503
0;0,002
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0,001
0;0,001
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0,002;0,823
0,00800000000000001;0,869
0,013;0,909
0,018;0,927
0,026;0,942
0,035;0,959
0,047;0,971
0,0590000000000001;0,977
0,078;0,979
0,09;0,984
0,105;0,985
0,124;0,987
0,14;0,988
0,161;0,989
0,188;0,993
0,218;0,994
0,244;0,995
0,274;0,996
0,302;0,996
0,356;0,998
0,394;0,998
0,44;0,999
0,494;1
0,545;1
0,592;1
0,648;1
0,698;1
0,75;1
0,795;1
0,837;1
0,867;1
0,897;1
0,92;1
0,945;1
0,965;1
0,972;1
0,98;1
0,986;1
0,994;1
0,997;1
0,998;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
