Title;ROC-area;ROC-error;Title;ROC-area;ROC-error;nTrs;nVs;time_trs;time_vs;C;nSv;nSv+;nSv-
859;0,864109018588973;0,00390984903818662;859;0,362633854166667;0,0123123383252838;10000;2000;1545,578;515,663;C:100;Kernel:1;nsv:5309;nsv+:1062;nsv-:4247
