Title;ROC-area;ROC-error;Title;ROC-area;ROC-error;nTrs;nVs;time_trs;time_vs;C;nSv;nSv+;nSv-
778;0,709279183345205;0,00498972042938653;778;0,565269270833334;0,0128559528093052;10000;2000;1891,0948;458,1484;C:100;Kernel:1;nsv:7434;nsv+:1488;nsv-:5946
