Title;ROC-area;ROC-error;Title;ROC-area;ROC-error;nTrs;nVs;time_trs;time_vs;C;nSv;nSv+;nSv-
836;0,7212735309739;0,0050400654546652;836;0,5200375;0,0130324024224749;10000;2000;2269;500,3416;C:100;Kernel:1;nsv:7348;nsv+:1471;nsv-:5877
