Title;ROC-area;ROC-error;Title;ROC-area;ROC-error;nTrs;nVs;time_trs;time_vs;C;nSv;nSv+;nSv-
1060;0,726930255131145;0,00488208524085808;1060;0,523547395833334;0,0129756436915209;10000;2000;2265,9399;370,5362;C:100;Kernel:1;nsv:7375;nsv+:1475;nsv-:5900
