Title;ROC-area;ROC-error;Title;ROC-area;ROC-error;nTrs;nVs;time_trs;time_vs;C;nSv;nSv+;nSv-
620;0,642122674851527;0,00569573385387128;620;0,552061458333333;0,0132553327616694;10000;2000;2324,2702;435,625;C:100;Kernel:1;nsv:7117;nsv+:1424;nsv-:5693
